3,4023200639092552 
2,089290272353345 
1,7433130137919155 
1,5479547975718975 
1,4094548510955254 
1,306429190748351 
1,2212778773871742 
1,1384089536679043 
1,047843128897959 
0,9503808315825509 
0,8582077724799425 
0,7836072740496821 
0,7282051110254227 
0,6865267095071377 
0,6533443538823561 
0,6256856588992797 
0,6020658778228906 
0,5817004394686731 
0,5641058848071635 
0,5489229693934295 
0,5358430894586985 
0,5245829635604474 
0,5148804829384754 
0,5064976540954956 
0,4992239866504373 
0,4928779505746384 
0,4873062542655058 
0,4823815172487741 
0,47799906398760594 
0,47407344041635574 
0,4705350575561754 
0,4673271872508387 
0,4644034027536849 
0,46172547226284827 
0,45926166672102303 
0,456985422610709 
0,4548742960937266 
0,45290914929179493 
0,4510735178825777 
0,4493531185416217 
0,4477354635213528 
0,4462095571390224 
0,4447656549816212 
0,4433950713306085 
0,44209002387608237 
0,4408435074628224 
0,43964919060137947 
0,4385013299596448 
0,4373946991583413 
0,4363245290274547 
0,43528645711259256 
0,43427648470307917 
0,433290940024953 
0,43232644652929225 
0,43137989542936483 
0,43044842181369436 
0,42952938379730465 
0,4286203442784874 
0,4277190549498442 
0,4268234422749855 
0,42593159519005863 
0,4250417543252276 
0,4241523025677408 
0,423261756807354 
0,4223687607181404 
0,42147207843949813 
0,42057058902464867 
0,41966328152804383 
0,4187492506048422 
0,4178276924967504 
0,41689790127983356 
0,41595926525210436 
0,41501126334237204 
0,4140534614275973 
0,41308550845424336 
0,4121071322701862 
0,41111813508780837 
0,4101183885159351 
0,4091078281180705 
0,4080864474765655 
0,4070542917662779 
0,40601145086624374 
0,40495805206291297 
0,4038942524227125 
0,4028202309340576 
0,40173618053847543 
0,40064230018649066 
0,3995387870656206 
0,39842582915487945 
0,39730359826234485 
0,3961722436997423 
0,3950318867408848 
0,39388261599970614 
0,3927244838492088 
0,3915575039856421 
0,3903816502234314 
0,38919685658658026 
0,3880030187421179 
0,38679999680130045 
0,38558761949508097 
0,3843656897121946 
0,3831339913711039 
0,38189229758102566 
0,3806403800320156 
0,37937801953916567 
0,37810501765070126 
0,3768212092131096 
0,3755264757671727 
0,3742207596252858 
0,3729040784508943 
0,3715765401233643 
0,3702383576243895 
0,3688898636240811 
0,36753152437645453 
0,3661639524574083 
0,3647879177987187 
0,36340435639752416 
0,3620143760244201 
0,3606192582296129 
0,3592204559718729 
0,35781958628440697 
0,35641841755546544 
0,35501885124170135 
0,35362289813975406 
0,35223264969451556 
0,35085024518790103 
0,34947783598886256 
0,3481175483116457 
0,34677144608864724 
0,345441495593034 
0,34412953333835117 
0,34283723854999004 
0,3415661111752133 
0,34031745601374436 
0,3390923731530318 
0,3378917545212628 
0,33671628605879195 
0,3355664547748416 
0,33444255980904375 
0,33334472655356145 
0,33227292290022287 
0,3312269767423939 
0,3302065939657484 
0,3292113762887033 
0,3282408384477488 
0,32729442435378314 
0,3263715219651388 
0,3254714767264756 
0,3245936035080035 
0,3237371970464857 
0,3229015409393693 
0,32208591527821523 
0,3212896030298223 
0,3205118952854431 
0,31975209550275047 
0,3190095228636387 
0,3182835148654428 
0,317573429255018 
0,31687864540554755 
0,31619856522568757 
0,3155326136803928 
0,3148802389928301 
0,3142409125875018 
0,3136141288261723 
0,3129994045805347 
0,3123962786787167 
0,31180431125676916 
0,31122308304104923 
0,3106521945829337 
0,31009126546345267 
0,30953993348214764 
0,3089978538416914 
0,30846469833746887 
0,30794015455936047 
0,3074239251113291 
0,3069157268530636 
0,30641529016679975 
0,30592235825152714 
0,30543668644603067 
0,30495804158160483 
0,30448620136479243 
0,304020953790098 
0,3035620965823187 
0,3031094366679112 
0,30266278967459304 
0,3022219794582877 
0,3017868376563798 
0,30135720326622106 
0,30093292224775353 
0,30051384714912127 
0,3000998367541309 
0,29969075575042414 
0,29928647441726264 
0,29888686833183303 
0,2984918180930374 
0,2981012090617497 
0,2977149311165782 
0,2973328784242072 
0,29695494922343535 
0,29658104562207954 
0,29621107340595026 
0,29584494185913957 
0,2954825635949366 
0,29512385439668015 
0,29476873306793583 
0,29441712129140435 
0,294068943496004 
0,29372412673161397 
0,29338260055098453 
0,29304429689836103 
0,29270915000439657 
0,29237709628694425 
0,2920480742573636 
0,291722024431988 
0,2913988892484172 
0,29107861298634174 
0,2907611416926039 
0,290446423110224 
0,29013440661115164 
0,28982504313249763 
0,2895182851160334 
0,28921408645074936 
0,2889124024182869 
0,28861318964105165 
0,28831640603285896 
0,28802201075193967 
0,2877299641561698 
0,28744022776037986 
0,2871527641956235 
0,28686753717028035 
0,2865845114328858 
0,28630365273657954 
0,2860249278050802 
0,28574830430008874 
0,2854737507900447 
0,28520123672014785 
0,2849307323835744 
0,2846622088938209 
0,2843956381581088 
0,28413099285178994 
0,2838682463936982 
0,28360737292239546 
0,2833483472732619 
0,28309114495638615 
0,2828357421352142 
0,28258211560591634 
0,2823302427774384 
